Country Name,Country Code,Indicator Name,Year,% Male Unemployment
Belize,BLZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1992,7.716
Belize,BLZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1993,7.769
Belize,BLZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1994,9.089
Belize,BLZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1995,10.009
Belize,BLZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1996,11.626
Belize,BLZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1997,8.936
Belize,BLZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1998,10.713
Belize,BLZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1999,9.075
Belize,BLZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2000,7.36
Belize,BLZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2001,5.831
Belize,BLZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2002,7.406
Belize,BLZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2003,7.444
Belize,BLZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2004,7.426
Belize,BLZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2005,7.465
Belize,BLZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2006,6.247
Belize,BLZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2007,5.932
Belize,BLZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2008,5.703
Belize,BLZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2009,5.81
Belize,BLZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2010,5.875
Belize,BLZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2011,5.887
Belize,BLZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2012,5.851
Belize,BLZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2013,5.83
Belize,BLZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2014,4.771
Belize,BLZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2015,5.446
Belize,BLZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2016,4.422
Belize,BLZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2017,4.613
Belize,BLZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2018,5.315
Belize,BLZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2019,5.891
Belize,BLZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2020,7.258
Belize,BLZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2021,7.026
Belize,BLZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2022,5.743
Belize,BLZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2023,5.386
Belize,BLZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2024,4.455
Bolivia,BOL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1991,3.082
Bolivia,BOL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1992,3.196
Bolivia,BOL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1993,3.218
Bolivia,BOL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1994,3.254
Bolivia,BOL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1995,2.774
Bolivia,BOL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1996,2.447
Bolivia,BOL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1997,2.114
Bolivia,BOL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1998,2.098
Bolivia,BOL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1999,2.236
Bolivia,BOL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2000,2.328
Bolivia,BOL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2001,2.463
Bolivia,BOL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2002,2.374
Bolivia,BOL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2003,2.362
Bolivia,BOL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2004,2.258
Bolivia,BOL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2005,2.18
Bolivia,BOL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2006,2.099
Bolivia,BOL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2007,2.08
Bolivia,BOL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2008,2.015
Bolivia,BOL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2009,2.485
Bolivia,BOL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2010,2.204
Bolivia,BOL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2011,1.934
Bolivia,BOL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2012,1.511
Bolivia,BOL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2013,2.004
Bolivia,BOL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2014,1.386
Bolivia,BOL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2015,2.619
Bolivia,BOL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2016,3.101
Bolivia,BOL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2017,3.352
Bolivia,BOL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2018,3.445
Bolivia,BOL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2019,3.432
Bolivia,BOL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2020,6.395
Bolivia,BOL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2021,4.603
Bolivia,BOL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2022,3.024
Bolivia,BOL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2023,2.673
Bolivia,BOL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2024,2.728
Brazil,BRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1991,5.818
Brazil,BRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1992,5.972
Brazil,BRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1993,5.228
Brazil,BRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1994,5.575
Brazil,BRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1995,5.891
Brazil,BRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1996,6.399
Brazil,BRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1997,7.08
Brazil,BRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1998,7.915
Brazil,BRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1999,8.819
Brazil,BRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2000,8.66
Brazil,BRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2001,8.499
Brazil,BRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2002,8.475
Brazil,BRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2003,8.948
Brazil,BRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2004,7.691
Brazil,BRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2005,8.004
Brazil,BRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2006,7.396
Brazil,BRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2007,6.888
Brazil,BRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2008,6.055
Brazil,BRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2009,6.975
Brazil,BRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2010,6.175
Brazil,BRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2011,5.495
Brazil,BRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2012,5.811
Brazil,BRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2013,5.69
Brazil,BRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2014,5.616
Brazil,BRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2015,7.233
Brazil,BRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2016,10.079
Brazil,BRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2017,11.209
Brazil,BRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2018,10.737
Brazil,BRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2019,10.07
Brazil,BRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2020,11.804
Brazil,BRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2021,10.678
Brazil,BRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2022,7.478
Brazil,BRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2023,6.609
Brazil,BRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2024,6.341
Barbados,BRB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1991,19.932
Barbados,BRB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1992,20.502
Barbados,BRB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1993,21.686
Barbados,BRB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1994,18.457
Barbados,BRB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1995,16.737
Barbados,BRB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1996,11.808
Barbados,BRB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1997,11.445
Barbados,BRB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1998,8.551
Barbados,BRB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1999,7.936
Barbados,BRB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2000,7.443
Barbados,BRB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2001,8.014
Barbados,BRB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2002,8.548
Barbados,BRB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2003,9.534
Barbados,BRB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2004,8.737
Barbados,BRB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2005,7.448
Barbados,BRB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2006,7.696
Barbados,BRB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2007,6.431
Barbados,BRB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2008,6.858
Barbados,BRB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2009,10.148
Barbados,BRB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2010,10.903
Barbados,BRB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2011,9.788
Barbados,BRB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2012,10.94
Barbados,BRB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2013,11.664
Barbados,BRB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2014,11.686
Barbados,BRB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2015,10.632
Barbados,BRB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2016,7.847
Barbados,BRB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2017,8.466
Barbados,BRB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2018,8.116
Barbados,BRB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2019,9.543
Barbados,BRB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2020,11.246
Barbados,BRB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2021,10.78
Barbados,BRB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2022,9.456
Barbados,BRB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2023,8.888
Barbados,BRB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2024,8.49
Brunei Darussalam,BRN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1991,3.752
Brunei Darussalam,BRN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1992,3.776
Brunei Darussalam,BRN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1993,3.872
Brunei Darussalam,BRN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1994,3.961
Brunei Darussalam,BRN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1995,4.055
Brunei Darussalam,BRN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1996,4.115
Brunei Darussalam,BRN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1997,4.263
Brunei Darussalam,BRN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1998,4.421
Brunei Darussalam,BRN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1999,4.514
Brunei Darussalam,BRN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2000,4.552
Brunei Darussalam,BRN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2001,4.604
Brunei Darussalam,BRN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2002,4.695
Brunei Darussalam,BRN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2003,4.797
Brunei Darussalam,BRN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2004,4.932
Brunei Darussalam,BRN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2005,5.088
Brunei Darussalam,BRN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2006,5.171
Brunei Darussalam,BRN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2007,5.278
Brunei Darussalam,BRN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2008,5.413
Brunei Darussalam,BRN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2009,5.614
Brunei Darussalam,BRN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2010,5.675
Brunei Darussalam,BRN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2011,5.683
Brunei Darussalam,BRN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2012,5.745
Brunei Darussalam,BRN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2013,5.935
Brunei Darussalam,BRN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2014,6.158
Brunei Darussalam,BRN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2015,7.097
Brunei Darussalam,BRN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2016,8.02
Brunei Darussalam,BRN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2017,8.836
Brunei Darussalam,BRN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2018,7.743
Brunei Darussalam,BRN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2019,5.742
Brunei Darussalam,BRN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2020,6.43
Brunei Darussalam,BRN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2021,3.883
Brunei Darussalam,BRN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2022,4.706
Brunei Darussalam,BRN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2023,4.699
Brunei Darussalam,BRN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2024,4.683
Bhutan,BTN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1991,1.383
Bhutan,BTN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1992,1.397
Bhutan,BTN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1993,1.437
Bhutan,BTN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1994,1.414
Bhutan,BTN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1995,1.405
Bhutan,BTN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1996,1.391
Bhutan,BTN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1997,1.392
Bhutan,BTN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1998,1.4
Bhutan,BTN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1999,1.236
Bhutan,BTN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2000,1.215
Bhutan,BTN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2001,1.196
Bhutan,BTN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2002,1.257
Bhutan,BTN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2003,1.297
Bhutan,BTN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2004,1.893
Bhutan,BTN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2005,2.932
Bhutan,BTN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2006,2.635
Bhutan,BTN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2007,2.896
Bhutan,BTN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2008,2.828
Bhutan,BTN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2009,2.751
Bhutan,BTN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2010,2.769
Bhutan,BTN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2011,2.004
Bhutan,BTN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2012,1.915
Bhutan,BTN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2013,2.249
Bhutan,BTN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2014,1.986
Bhutan,BTN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2015,1.911
Bhutan,BTN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2016,2.149
Bhutan,BTN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2017,2.437
Bhutan,BTN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2018,2.746
Bhutan,BTN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2019,2.282
Bhutan,BTN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2020,4.226
Bhutan,BTN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2021,3.719
Bhutan,BTN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2022,4.537
Bhutan,BTN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2023,2.377
Bhutan,BTN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2024,2.186
Botswana,BWA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1991,11.58
Botswana,BWA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1992,14.373
Botswana,BWA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1993,17.125
Botswana,BWA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1994,19.899
Botswana,BWA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1995,19.805
Botswana,BWA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1996,19.714
Botswana,BWA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1997,19.064
Botswana,BWA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1998,18.745
Botswana,BWA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1999,16.636
Botswana,BWA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2000,14.788
Botswana,BWA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2001,15.693
Botswana,BWA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2002,18.724
Botswana,BWA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2003,21.591
Botswana,BWA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2004,19.618
Botswana,BWA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2005,17.767
Botswana,BWA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2006,15.775
Botswana,BWA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2007,14.685
Botswana,BWA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2008,13.694
Botswana,BWA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2009,13.124
Botswana,BWA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2010,14.715
Botswana,BWA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2011,15.081
Botswana,BWA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2012,15.192
Botswana,BWA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2013,15.607
Botswana,BWA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2014,16.077
Botswana,BWA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2015,16.641
Botswana,BWA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2016,17.194
Botswana,BWA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2017,17.69
Botswana,BWA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2018,17.889
Botswana,BWA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2019,18.457
Botswana,BWA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2020,19.602
Botswana,BWA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2021,20.416
Botswana,BWA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2022,21.483
Botswana,BWA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2023,20.139
Botswana,BWA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2024,19.967
Central African Republic,CAF,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1991,4.885
Central African Republic,CAF,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1992,5.001
Central African Republic,CAF,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1993,5.075
Central African Republic,CAF,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1994,5.09
Central African Republic,CAF,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1995,5.04
Central African Republic,CAF,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1996,4.998
Central African Republic,CAF,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1997,4.951
Central African Republic,CAF,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1998,4.915
Central African Republic,CAF,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1999,4.905
Central African Republic,CAF,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2000,4.867
Central African Republic,CAF,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2001,4.798
Central African Republic,CAF,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2002,4.8
Central African Republic,CAF,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2003,4.745
Central African Republic,CAF,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2004,4.659
Central African Republic,CAF,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2005,4.587
Central African Republic,CAF,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2006,4.507
Central African Republic,CAF,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2007,4.467
Central African Republic,CAF,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2008,4.42
Central African Republic,CAF,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2009,4.454
Central African Republic,CAF,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2010,4.496
Central African Republic,CAF,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2011,4.493
Central African Republic,CAF,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2012,4.476
Central African Republic,CAF,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2013,4.526
Central African Republic,CAF,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2014,4.652
Central African Republic,CAF,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2015,4.832
Central African Republic,CAF,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2016,4.882
Central African Republic,CAF,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2017,4.982
Central African Republic,CAF,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2018,4.996
Central African Republic,CAF,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2019,5.055
Central African Republic,CAF,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2020,5.646
Central African Republic,CAF,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2021,5.741
Central African Republic,CAF,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2022,5.309
Central African Republic,CAF,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2023,5.203
Central African Republic,CAF,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2024,5.231
Canada,CAN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1991,10.819
Canada,CAN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1992,12.009
Canada,CAN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1993,11.946
Canada,CAN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1994,10.883
Canada,CAN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1995,9.796
Canada,CAN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1996,9.893
Canada,CAN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1997,9.251
Canada,CAN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1998,8.522
Canada,CAN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1999,7.826
Canada,CAN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2000,6.942
Canada,CAN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2001,7.527
Canada,CAN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2002,8.128
Canada,CAN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2003,7.934
Canada,CAN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2004,7.474
Canada,CAN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2005,7.013
Canada,CAN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2006,6.73
Canada,CAN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2007,6.478
Canada,CAN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2008,6.737
Canada,CAN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2009,9.611
Canada,CAN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2010,8.912
Canada,CAN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2011,8.049
Canada,CAN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2012,7.785
Canada,CAN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2013,7.554
Canada,CAN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2014,7.485
Canada,CAN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2015,7.51
Canada,CAN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2016,7.715
Canada,CAN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2017,6.869
Canada,CAN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2018,6.112
Canada,CAN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2019,6.07
Canada,CAN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2020,9.777
Canada,CAN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2021,7.694
Canada,CAN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2022,5.407
Canada,CAN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2023,5.556
Canada,CAN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",2024,6.609
Central Europe and the Baltics,CEB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1991,9.324862272
Central Europe and the Baltics,CEB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1992,9.931193746
Central Europe and the Baltics,CEB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1993,11.24629535
Central Europe and the Baltics,CEB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1994,10.98848224
Central Europe and the Baltics,CEB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",1995,10.49617481
