Country Name,Country Code,Indicator Name,Year,% Unemployment Female
Cote d'Ivoire,CIV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1994,5.12
Cote d'Ivoire,CIV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1995,4.173
Cote d'Ivoire,CIV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1996,4.125
Cote d'Ivoire,CIV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1997,4.063
Cote d'Ivoire,CIV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1998,4.19
Cote d'Ivoire,CIV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1999,4.502
Cote d'Ivoire,CIV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2000,4.895
Cote d'Ivoire,CIV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2001,5.241
Cote d'Ivoire,CIV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2002,5.544
Cote d'Ivoire,CIV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2003,5.871
Cote d'Ivoire,CIV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2004,5.959
Cote d'Ivoire,CIV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2005,6.082
Cote d'Ivoire,CIV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2006,6.104
Cote d'Ivoire,CIV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2007,6.366
Cote d'Ivoire,CIV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2008,6.48
Cote d'Ivoire,CIV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2009,6.675
Cote d'Ivoire,CIV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2010,6.731
Cote d'Ivoire,CIV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2011,7.236
Cote d'Ivoire,CIV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2012,7.332
Cote d'Ivoire,CIV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2013,5.122
Cote d'Ivoire,CIV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2014,3.994
Cote d'Ivoire,CIV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2015,3.161
Cote d'Ivoire,CIV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2016,2.352
Cote d'Ivoire,CIV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2017,3.848
Cote d'Ivoire,CIV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2018,3.448
Cote d'Ivoire,CIV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2019,3.019
Cote d'Ivoire,CIV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2020,3.054
Cote d'Ivoire,CIV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2021,2.988
Cote d'Ivoire,CIV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2022,2.567
Cote d'Ivoire,CIV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2023,2.528
Cote d'Ivoire,CIV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2024,2.596
Cameroon,CMR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1991,7.179
Cameroon,CMR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1992,7.225
Cameroon,CMR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1993,7.292
Cameroon,CMR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1994,7.097
Cameroon,CMR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1995,6.899
Cameroon,CMR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1996,6.517
Cameroon,CMR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1997,6.496
Cameroon,CMR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1998,6.499
Cameroon,CMR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1999,6.547
Cameroon,CMR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2000,6.626
Cameroon,CMR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2001,6.695
Cameroon,CMR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2002,6.186
Cameroon,CMR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2003,5.633
Cameroon,CMR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2004,5.06
Cameroon,CMR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2005,4.607
Cameroon,CMR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2006,4.054
Cameroon,CMR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2007,3.509
Cameroon,CMR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2008,3.943
Cameroon,CMR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2009,4.416
Cameroon,CMR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2010,4.903
Cameroon,CMR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2011,4.712
Cameroon,CMR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2012,4.489
Cameroon,CMR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2013,4.269
Cameroon,CMR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2014,4.049
Cameroon,CMR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2015,4.035
Cameroon,CMR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2016,4.05
Cameroon,CMR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2017,4.099
Cameroon,CMR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2018,4.139
Cameroon,CMR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2019,4.167
Cameroon,CMR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2020,4.372
Cameroon,CMR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2021,4.498
Cameroon,CMR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2022,4.222
Cameroon,CMR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2023,4.178
Cameroon,CMR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2024,4.055
"Congo, Dem. Rep.",COD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1991,2.496
"Congo, Dem. Rep.",COD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1992,2.562
"Congo, Dem. Rep.",COD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1993,2.613
"Congo, Dem. Rep.",COD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1994,2.583
"Congo, Dem. Rep.",COD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1995,2.503
"Congo, Dem. Rep.",COD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1996,2.412
"Congo, Dem. Rep.",COD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1997,2.418
"Congo, Dem. Rep.",COD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1998,2.433
"Congo, Dem. Rep.",COD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1999,2.457
"Congo, Dem. Rep.",COD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2000,2.466
"Congo, Dem. Rep.",COD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2001,2.47
"Congo, Dem. Rep.",COD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2002,2.42
"Congo, Dem. Rep.",COD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2003,2.337
"Congo, Dem. Rep.",COD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2004,2.28
"Congo, Dem. Rep.",COD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2005,2.261
"Congo, Dem. Rep.",COD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2006,2.459
"Congo, Dem. Rep.",COD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2007,2.659
"Congo, Dem. Rep.",COD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2008,2.854
"Congo, Dem. Rep.",COD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2009,3.071
"Congo, Dem. Rep.",COD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2010,3.26
"Congo, Dem. Rep.",COD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2011,3.451
"Congo, Dem. Rep.",COD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2012,3.605
"Congo, Dem. Rep.",COD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2013,3.592
"Congo, Dem. Rep.",COD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2014,3.567
"Congo, Dem. Rep.",COD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2015,3.57
"Congo, Dem. Rep.",COD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2016,3.631
"Congo, Dem. Rep.",COD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2017,3.692
"Congo, Dem. Rep.",COD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2018,3.703
"Congo, Dem. Rep.",COD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2019,3.683
"Congo, Dem. Rep.",COD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2020,4.165
"Congo, Dem. Rep.",COD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2021,4.199
"Congo, Dem. Rep.",COD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2022,3.647
"Congo, Dem. Rep.",COD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2023,3.62
"Congo, Dem. Rep.",COD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2024,3.681
"Congo, Rep.",COG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1991,21.215
"Congo, Rep.",COG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1992,21.219
"Congo, Rep.",COG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1993,21.287
"Congo, Rep.",COG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1994,21.544
"Congo, Rep.",COG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1995,21.504
"Congo, Rep.",COG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1996,21.339
"Congo, Rep.",COG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1997,21.185
"Congo, Rep.",COG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1998,21.193
"Congo, Rep.",COG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1999,21.416
"Congo, Rep.",COG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2000,21.16
"Congo, Rep.",COG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2001,21.163
"Congo, Rep.",COG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2002,20.942
"Congo, Rep.",COG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2003,21.157
"Congo, Rep.",COG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2004,21.172
"Congo, Rep.",COG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2005,21.076
"Congo, Rep.",COG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2006,20.856
"Congo, Rep.",COG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2007,21.174
"Congo, Rep.",COG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2008,21.223
"Congo, Rep.",COG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2009,21.11
"Congo, Rep.",COG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2010,20.601
"Congo, Rep.",COG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2011,20.728
"Congo, Rep.",COG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2012,20.781
"Congo, Rep.",COG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2013,21.114
"Congo, Rep.",COG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2014,20.976
"Congo, Rep.",COG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2015,21.278
"Congo, Rep.",COG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2016,21.535
"Congo, Rep.",COG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2017,21.939
"Congo, Rep.",COG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2018,22.032
"Congo, Rep.",COG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2019,21.709
"Congo, Rep.",COG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2020,23.433
"Congo, Rep.",COG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2021,23.213
"Congo, Rep.",COG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2022,21.436
"Congo, Rep.",COG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2023,21.218
"Congo, Rep.",COG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2024,21.012
Colombia,COL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1991,13.728
Colombia,COL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1992,13.309
Colombia,COL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1993,11.306
Colombia,COL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1994,12.525
Colombia,COL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1995,11.492
Colombia,COL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1996,15.141
Colombia,COL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1997,15.341
Colombia,COL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1998,18.346
Colombia,COL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1999,23.772
Colombia,COL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2000,25.146
Colombia,COL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2001,19.467
Colombia,COL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2002,18.178
Colombia,COL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2003,17.128
Colombia,COL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2004,18.081
Colombia,COL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2005,14.508
Colombia,COL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2006,14.635
Colombia,COL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2007,14.864
Colombia,COL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2008,14.816
Colombia,COL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2009,15.887
Colombia,COL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2010,14.398
Colombia,COL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2011,13.336
Colombia,COL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2012,12.92
Colombia,COL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2013,11.936
Colombia,COL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2014,11.303
Colombia,COL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2015,11.119
Colombia,COL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2016,11.47
Colombia,COL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2017,11.753
Colombia,COL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2018,12.034
Colombia,COL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2019,13.134
Colombia,COL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2020,20.526
Colombia,COL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2021,18.171
Colombia,COL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2022,13.247
Colombia,COL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2023,11.882
Colombia,COL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2024,11.975
Comoros,COM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1991,5.129
Comoros,COM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1992,4.853
Comoros,COM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1993,4.898
Comoros,COM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1994,4.893
Comoros,COM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1995,5.005
Comoros,COM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1996,5.106
Comoros,COM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1997,4.886
Comoros,COM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1998,4.939
Comoros,COM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1999,4.865
Comoros,COM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2000,4.715
Comoros,COM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2001,4.692
Comoros,COM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2002,4.683
Comoros,COM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2003,4.876
Comoros,COM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2004,4.886
Comoros,COM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2005,4.859
Comoros,COM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2006,4.832
Comoros,COM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2007,4.843
Comoros,COM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2008,4.803
Comoros,COM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2009,4.776
Comoros,COM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2010,4.696
Comoros,COM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2011,4.678
Comoros,COM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2012,4.666
Comoros,COM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2013,4.636
Comoros,COM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2014,4.664
Comoros,COM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2015,4.684
Comoros,COM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2016,4.685
Comoros,COM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2017,4.622
Comoros,COM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2018,4.543
Comoros,COM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2019,4.551
Comoros,COM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2020,5.086
Comoros,COM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2021,5.047
Comoros,COM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2022,4.471
Comoros,COM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2023,4.427
Comoros,COM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2024,4.549
Cabo Verde,CPV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1991,13.766
Cabo Verde,CPV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1992,13.68
Cabo Verde,CPV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1993,13.547
Cabo Verde,CPV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1994,13.253
Cabo Verde,CPV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1995,13.206
Cabo Verde,CPV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1996,13.169
Cabo Verde,CPV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1997,13.31
Cabo Verde,CPV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1998,13.347
Cabo Verde,CPV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1999,13.358
Cabo Verde,CPV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2000,13.316
Cabo Verde,CPV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2001,13.502
Cabo Verde,CPV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2002,13.618
Cabo Verde,CPV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2003,13.808
Cabo Verde,CPV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2004,13.681
Cabo Verde,CPV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2005,13.665
Cabo Verde,CPV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2006,13.611
Cabo Verde,CPV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2007,13.537
Cabo Verde,CPV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2008,13.547
Cabo Verde,CPV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2009,13.724
Cabo Verde,CPV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2010,10.862
Cabo Verde,CPV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2011,11.18
Cabo Verde,CPV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2012,11.417
Cabo Verde,CPV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2013,11.712
Cabo Verde,CPV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2014,12.042
Cabo Verde,CPV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2015,12.326
Cabo Verde,CPV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2016,12.55
Cabo Verde,CPV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2017,12.77
Cabo Verde,CPV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2018,11.542
Cabo Verde,CPV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2019,11.504
Cabo Verde,CPV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2020,13.715
Cabo Verde,CPV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2021,13.146
Cabo Verde,CPV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2022,11.628
Cabo Verde,CPV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2023,11.376
Cabo Verde,CPV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2024,11.276
Costa Rica,CRI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1991,7.073
Costa Rica,CRI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1992,5.302
Costa Rica,CRI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1993,4.973
Costa Rica,CRI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1994,5.562
Costa Rica,CRI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1995,6.506
Costa Rica,CRI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1996,8.218
Costa Rica,CRI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1997,7.321
Costa Rica,CRI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1998,7.538
Costa Rica,CRI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1999,7.9
Costa Rica,CRI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2000,6.615
Costa Rica,CRI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2001,7.636
Costa Rica,CRI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2002,7.882
Costa Rica,CRI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2003,8.208
Costa Rica,CRI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2004,8.463
Costa Rica,CRI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2005,9.813
Costa Rica,CRI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2006,8.685
Costa Rica,CRI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2007,6.86
Costa Rica,CRI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2008,6.271
Costa Rica,CRI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2009,9.889
Costa Rica,CRI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2010,9.092
Costa Rica,CRI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2011,11.873
Costa Rica,CRI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2012,10.812
Costa Rica,CRI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2013,9.719
Costa Rica,CRI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2014,10.48
Costa Rica,CRI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2015,10.338
Costa Rica,CRI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2016,10.141
Costa Rica,CRI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2017,9.712
Costa Rica,CRI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2018,11.41
Costa Rica,CRI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2019,14.059
Costa Rica,CRI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2020,21.175
Costa Rica,CRI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2021,20.04
Costa Rica,CRI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2022,15.134
Costa Rica,CRI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2023,10.21
Costa Rica,CRI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2024,9.186
Caribbean small states,CSS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1991,18.48254392
Caribbean small states,CSS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1992,19.27432545
Caribbean small states,CSS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1993,18.90691929
Caribbean small states,CSS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1994,18.46854597
Caribbean small states,CSS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1995,16.18916358
Caribbean small states,CSS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1996,16.52181122
Caribbean small states,CSS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1997,16.23812335
Caribbean small states,CSS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1998,16.05495744
Caribbean small states,CSS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",1999,15.33231712
Caribbean small states,CSS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2000,14.4862263
Caribbean small states,CSS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2001,14.08568585
Caribbean small states,CSS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2002,14.64754048
Caribbean small states,CSS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2003,15.32507459
Caribbean small states,CSS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2004,14.31343128
Caribbean small states,CSS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2005,14.19507113
Caribbean small states,CSS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2006,12.77983465
Caribbean small states,CSS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2007,12.48242195
Caribbean small states,CSS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2008,12.32234898
Caribbean small states,CSS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2009,13.69536074
Caribbean small states,CSS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2010,13.86995075
Caribbean small states,CSS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2011,14.52965441
Caribbean small states,CSS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2012,14.30128328
Caribbean small states,CSS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2013,14.62667796
Caribbean small states,CSS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2014,14.8048873
Caribbean small states,CSS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2015,13.49714576
Caribbean small states,CSS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2016,13.66149821
Caribbean small states,CSS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2017,12.85556591
Caribbean small states,CSS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",2018,12.76458676
